"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"VNET","21Vianet Group, Inc.","20.31","963906486.69","47459699","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","28.33","1171035791.54","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"DDD","3D Systems Corporation","21.94","2452828220.42","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"JOBS","51job, Inc.","30.83","711109334.17","23065499","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"WUBA","58.com Inc.","77.04","6996815326.08","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wuba",
"ATEN","A10 Networks, Inc.","6.15","378948375.3","n/a","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/aten",
"AAN","Aaron&#39;s,  Inc.","34.39","2495826738","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ACIW","ACI Worldwide, Inc.","23.83","2782118280.12","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACTS","Actions Semiconductor Co., Ltd.","1.615","54928546.66","34011484","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts",
"ATVI","Activision Blizzard, Inc","25.53","18539536979.37","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","13.62","552875175.42","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"ATU","Actuant Corporation","23.56","1403214398.6","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"ACXM","Acxiom Corporation","16.83","1315665710.37","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADEP","Adept Technology, Inc.","6.25","82330000","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/adep",
"ADBE","Adobe Systems Incorporated","79.82","39931479562","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"AMD","Advanced Micro Devices, Inc.","2.3","1789537560.7","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ASX","Advanced Semiconductor Engineering, Inc.","6.96","10979931110.64","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx",
"ATE","Advantest Corporation (Kabushiki Kaisha Advantest) ADS","11.52","2007656386.56","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ate",
"ADVS","Advent Software, Inc.","43.7","2302568600.9","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/advs",
"AER","Aercap Holdings N.V.","49.93","10612792210.67","n/a","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"ACY","AeroCentury Corp.","8.81","13596094.17","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/acy",
"HIVE","Aerohive Networks, Inc.","7.15","333597006.6","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive",
"WGA","AG&E Holdings, Inc.","0.74","8643200","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"AGYS","Agilysys, Inc.","9.12","208141692.48","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AL","Air Lease Corporation","38.18","3916464501.9","n/a","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"AYR","Aircastle Limited","24.41","1981631456.53","n/a","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"AMCN","AirMedia Group Inc","7.17","309739296.48","43199344","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AIXG","Aixtron SE","7.58","34201975.72","4512134","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg",
"AFOP","Alliance Fiber Optic Products, Inc.","19.04","337535655.52","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop",
"ALLT","Allot Communications Ltd.","7.85","261889572.65","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","14.19","2566373898.99","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"AOSL","Alpha and Omega Semiconductor Limited","8.18","215490754.34","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"ALTR","Altera Corporation","51.7","15566299645.6","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/altr",
"AMBA","Ambarella, Inc.","92.21","2888792686.1","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"AMBR","Amber Road, Inc.","6.99","182077931.55","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"DOX","Amdocs Limited","56.18","8686439240","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AMSWA","American Software, Inc.","8.91","251650636.38","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AMKR","Amkor Technology, Inc.","6.67","1583285267.01","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"AHS","AMN Healthcare Services Inc","26.61","1265458720.38","n/a","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ahs",
"ASYS","Amtech Systems, Inc.","10.74","140395578.36","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"ANAD","ANADIGICS, Inc.","0.839","73553822.838","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/anad",
"ADI","Analog Devices, Inc.","67.71","21229907491.35","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi",
"ANSS","ANSYS, Inc.","89.53","8037320017.51","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss",
"AOL","AOL Inc.","50.08","3923359998.24","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/aol",
"ATNY","API Technologies Corp.","2.24","124090140.16","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/atny",
"APIC","Apigee Corporation","14.57","423803505.42","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apic",
"AAPL","Apple Inc.","129.96","748703458800","n/a","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"AMAT","Applied Materials, Inc.","20.375","25093814914.25","n/a","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat",
"AMCC","Applied Micro Circuits Corporation","6.89","557886834.57","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/amcc",
"AAOI","Applied Optoelectronics, Inc.","18.16","271321223.36","n/a","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi",
"ARIS","ARI Network Services, Inc.","3.0803","44198654.8445","n/a","1991","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aris",
"ANET","Arista Networks, Inc.","71.61","4764100299.42","n/a","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/anet",
"ARMH","ARM Holdings plc","52.49","6711246578.78","127857622","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/armh",
"ARRS","ARRIS Group, Inc.","33.18","4837483641.06","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"ASTI","Ascent Solar Technologies, Inc.","0.67","20010566.39","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asti",
"ASMI","ASM International N.V.","50.2","121795340.4","2426202","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asmi",
"ASML","ASML Holding N.V.","110.05","9075613414.55","82468091","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","43.07","3677490258.24","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ALOT","Astro-Med, Inc.","14.35","104859109.25","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ASUR","Asure Software Inc","6.19","37507042.24","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ATML","Atmel Corporation","8.86","3697971738","n/a","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/atml",
"ATTU","Attunity Ltd.","13.9","222814053.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"AUO","AU Optronics Corp","5.31","5110474153.41","n/a","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/auo",
"ADNC","Audience, Inc.","4.79","112736323.93","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/adnc",
"ADAT","Authentidate Holding Corp.","0.2006","8418002.0708","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adat",
"ABTL","Autobytel Inc.","17.16","179852209.68","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","54.35","12372898863.55","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ATHM","Autohome Inc.","46.2","5109819930.6","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/athm",
"ADP","Automatic Data Processing, Inc.","85.45","40120828363.5","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AVGO","Avago Technologies Limited","144.16","36989614067.68","n/a","2009","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"AVG","AVG Technologies N.V.","24.86","1286770504.8","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avg",
"AVNW","Aviat Networks, Inc.","1.18","73645678.56","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVOL","Avolon Holdings Limited","23.83","1929297818.06","n/a","2014","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/avol",
"AWRE","Aware, Inc.","4.21","96264028.65","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","3.15","357614784.45","n/a","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXTI","AXT Inc","2.54","82958975.56","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"BOSC","B.O.S. Better Online Solutions","2.77","5084852.99","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","203.36","56343448302.4","277062590","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"CUDA","Barracuda Networks, Inc.","40.08","2120840534.64","n/a","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/cuda",
"BBSI","Barrett Business Services, Inc.","36.89","263480664.37","n/a","1993","Technology","Professional Services","http://www.nasdaq.com/symbol/bbsi",
"BV","Bazaarvoice, Inc.","5.7","453071032.2","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bv",
"BHE","Benchmark Electronics, Inc.","23.15","1213025599.1","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/bhe",
"BNFT","Benefitfocus, Inc.","34.77","993971902.35","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bnft",
"BGSF","BG Staffing Inc","11.85","85849043.25","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/bgsf",
"BITA","Bitauto Holdings Limited","60.19","3810706785.86","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/bita",
"BBOX","Black Box Corporation","20.64","317139379.2","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bbox",
"BKFS","Black Knight Financial Services, Inc.","27.99","4202103348.63","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bkfs",
"BLKB","Blackbaud, Inc.","51.23","2401338114.1","n/a","2004","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blkb",
"BDR","Blonder Tongue Laboratories, Inc.","0.8063","5049644.0368","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/bdr",
"BCOR","Blucora, Inc.","16","654568816","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/bcor",
"CBDE","BlueNRGY Group Limited","0.9","4179405.6","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/cbde",
"EPAY","Bottomline Technologies, Inc.","26.58","1087793862.66","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/epay",
"BOX","Box, Inc.","17.37","316128302.64","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/box",
"BLIN          ","Bridgeline Digital, Inc.","1.75","7772416.75","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blin          ",
"BCOV","Brightcove Inc.","6.84","222486472.08","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/bcov",
"BRCM","Broadcom Corporation","54.81","32776380000","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/brcm",
"BSFT","BroadSoft, Inc.","37.2","1084008744","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bsft",
"BVSN","BroadVision, Inc.","6","29090658","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bvsn",
"BRCD","Brocade Communications Systems, Inc.","12.14","5119762866.4","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/brcd",
"BRKS","Brooks Automation, Inc.","11.76","793581358.08","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/brks",
"CA","CA Inc.","29.9","13146357758.3","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","46.37","1146252164.41","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp",
"CACI","CACI International, Inc.","85.75","2073236231.5","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/caci",
"CDNS","Cadence Design Systems, Inc.","19.95","5838826350","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns",
"CAP","Cai International, Inc.","21.72","459215556.12","n/a","2007","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/cap",
"CAMP","CalAmp Corp.","19.57","708930764.88","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp",
"CALD","Callidus Software, Inc.","14.51","802029614.17","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/cald",
"CSIQ","Canadian Solar Inc.","32.15","1773453670.4","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq",
"CARB","Carbonite, Inc.","11.25","307493797.5","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CSLT","Castlight Health, inc.","9.04","847716517.04","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/cslt",
"CAVM","Cavium, Inc.","70.39","3893058322.2","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CDI","CDI Corporation","12.58","247142641.82","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/cdi",
"CLS","Celestica, Inc.","12.7","1908028086.4","n/a","1998","Technology","Electrical Products","http://www.nasdaq.com/symbol/cls",
"CRNT","Ceragon Networks Ltd.","1.27","97989990.71","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERN","Cerner Corporation","67.14","23101418136.24","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CEVA","CEVA, Inc.","20.34","419120080.38","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CYOU","Changyou.com Limited","32.75","601905896.5","18378806","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"ECOM          ","ChannelAdvisor Corporation","12.17","304051653.34","n/a","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ecom          ",
"CHKP","Check Point Software Technologies Ltd.","83.63","15370437399.39","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CMCM","Cheetah Mobile Inc.","32.48","4624833273.76","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmcm",
"CVR","Chicago Rivet & Machine Co.","30.18","29157863.76","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvr",
"STV","China Digital TV Holding Co., Ltd.","4.98","297333738.6","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/stv",
"CNIT","China Information Technology, Inc.","3.17","102213083.75","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CMGE","China Mobile Games and Entertainment Group Limited","19.85","301673809.05","15197673","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CSUN","China Sunergy Co., Ltd.","1.55","17808401.05","11489291","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CCIH","ChinaCache International Holdings Ltd.","13.35","221478542.55","16590153","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.458","42617529.54","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","23.03","656420842.77","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CBR","Ciber, Inc.","3.34","263151475.78","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/cbr",
"CRUS","Cirrus Logic, Inc.","37.08","2351284848.72","n/a","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","29.08","147897644268.4","n/a","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTXS","Citrix Systems, Inc.","67.01","10740873081.15","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CLNT","Cleantech Solutions International, Inc.","3.067","12083937.062","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CKSW","ClickSoftware Technologies Ltd.","12.61","419878990.83","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CDRB","Code Rebel Corporation","37.91","478045100","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdrb",
"CCOI","Cogent Communications Holdings, Inc.","31.06","1430304582.74","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CTSH","Cognizant Technology Solutions Corporation","65.6","40049954100.8","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"CLRX","CollabRx, Inc.","0.7999","8374249.088","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clrx",
"COMM","CommScope Holding Company, Inc.","31.745","6013120408.505","n/a","2013","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"CVLT","CommVault Systems, Inc.","45.09","2039446762.02","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CPSI","Computer Programs and Systems, Inc.","52.68","596104385.64","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CSC","Computer Sciences Corporation","68.24","9625017732.08","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/csc",
"CTG","Computer Task Group, Incorporated","7.34","137379976.12","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CMTL","Comtech Telecommunications Corp.","30.14","489914035.82","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CCUR","Concurrent Computer Corporation","6.15","58071338.1","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CNXR","Connecture, Inc.","11.26","244378527.44","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnxr",
"CTCT","Constant Contact, Inc.","27.54","885632531.76","n/a","2007","Technology","Advertising","http://www.nasdaq.com/symbol/ctct",
"CVG","Convergys Corporation","24.96","2466842676.48","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/cvg",
"CLGX","CoreLogic, Inc.","39.15","3531782808.9","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clgx",
"CSOD","Cornerstone OnDemand, Inc.","32.39","1747067755.88","n/a","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CPAH","CounterPath Corporation","0.6393","27064091.0385","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"COVR","Cover-All Technologies Inc.","1.03","27813338.23","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/covr",
"COVS","Covisint Corporation","2.82","110064600","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/covs",
"CRAY","Cray Inc","31.05","1267486057.35","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CREE","Cree, Inc.","30.51","3329098344.9","n/a","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"CRTO","Criteo S.A.","47.22","2419399335","51236750","2013","Technology","Advertising","http://www.nasdaq.com/symbol/crto",
"CCRN","Cross Country Healthcare, Inc.","10.45","336143258.55","n/a","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn",
"CRDS","Crossroads Systems, Inc.","2.058","39463502.106","n/a","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds",
"CSGS","CSG Systems International, Inc.","31.92","1045382106.72","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/csgs",
